2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
796/3046,n/a,n/a,Nativity of Our Lord,Toronto,7.1,n/a
796/3046,n/a,n/a,Nelles,Grimsby,7.1,n/a
796/3046,n/a,n/a,North Kipling,Toronto,7.1,n/a
796/3046,n/a,n/a,Notre Dame,Caledonia,7.1,n/a
796/3046,n/a,n/a,Notre-Dame-de-la-Jeunesse,Ajax,7.1,n/a
796/3046,n/a,n/a,Our Lady of Hope,Richmond Hill,7.1,n/a
796/3046,n/a,n/a,Pine Grove,Woodbridge,7.1,n/a
796/3046,n/a,n/a,Port Weller,St Catharines,7.1,n/a
796/3046,n/a,n/a,Ramer Wood,Markham,7.1,n/a
796/3046,n/a,n/a,Riverview Central,Port Lambton,7.1,n/a
796/3046,n/a,n/a,S A Cawker,Port Perry,7.1,n/a
796/3046,n/a,n/a,Sacred Heart,Paris,7.1,n/a
796/3046,n/a,n/a,Sainte-Marie,Oakville,7.1,n/a
796/3046,n/a,n/a,Saint-Jean,Aurora,7.1,n/a
796/3046,n/a,n/a,South Dorchester,Belmont,7.1,n/a
796/3046,n/a,n/a,Spencer Avenue,Orangeville,7.1,n/a
796/3046,n/a,n/a,St Albert of Jerusalem,Mississauga,7.1,n/a
796/3046,n/a,n/a,St Ann,Ancaster,7.1,n/a
796/3046,n/a,n/a,St Basil,Mississauga,7.1,n/a
796/3046,n/a,n/a,St Catherine of Alexandria,Georgetown,7.1,n/a
796/3046,n/a,n/a,St Elizabeth Seton,Pickering,7.1,n/a
796/3046,n/a,n/a,St John Chrysostom,Newmarket,7.1,n/a
796/3046,n/a,n/a,St Johns,Burlington,7.1,n/a
796/3046,n/a,n/a,St Joseph,Grimsby,7.1,n/a
796/3046,n/a,n/a,St Joseph's,Simcoe,7.1,n/a
796/3046,n/a,n/a,St Louis,Mississauga,7.1,n/a
796/3046,n/a,n/a,St Matthew the Evangelist,Whitby,7.1,n/a
796/3046,n/a,n/a,St Patrick,Brampton,7.1,n/a
796/3046,n/a,n/a,St Patrick,Burlington,7.1,n/a
796/3046,n/a,n/a,St Robert,Toronto,7.1,n/a
796/3046,n/a,n/a,St Thomas Aquinas,Toronto,7.1,n/a
796/3046,n/a,n/a,St Timothy,Kitchener,7.1,n/a
796/3046,n/a,n/a,St Timothy,Toronto,7.1,n/a
796/3046,n/a,n/a,St Vincent de Paul,Toronto,7.1,n/a
796/3046,n/a,n/a,Stephen Central,Crediton,7.1,n/a
796/3046,n/a,n/a,Sunderland,Sunderland,7.1,n/a
796/3046,n/a,n/a,The Holy Trinity,Toronto,7.1,n/a
796/3046,n/a,n/a,The Queen Elizabeth,Perth,7.1,n/a
796/3046,n/a,n/a,Vincent Massey,Ottawa,7.1,n/a
796/3046,n/a,n/a,Vista Hills,Waterloo,7.1,n/a
796/3046,n/a,n/a,Wellesley,Wellesley,7.1,n/a
796/3046,n/a,n/a,Wellington Heights,Fenwick,7.1,n/a
796/3046,n/a,n/a,Westwind,Stittsville,7.1,n/a
796/3046,n/a,n/a,Williamsburg,Whitby,7.1,n/a
865/3046,n/a,n/a,Admiral Collingwood,Collingwood,7,n/a
865/3046,n/a,n/a,Ange-Gabriel,Brockville,7,n/a
865/3046,n/a,n/a,Arran Tara,Tara,7,n/a
865/3046,n/a,n/a,Aurora Grove,Aurora,7,n/a
865/3046,n/a,n/a,Barbara Reid,Stouffville,7,n/a
865/3046,n/a,n/a,Belle River,Belle River,7,n/a
865/3046,n/a,n/a,Bobcaygeon,Bobcaygeon,7,n/a
865/3046,n/a,n/a,Brookdale,Oakville,7,n/a
865/3046,n/a,n/a,Canadian Martyrs,Newmarket,7,n/a
865/3046,n/a,n/a,Carl A Nesbitt,Sudbury,7,n/a
865/3046,n/a,n/a,Castlemore,Brampton,7,n/a
865/3046,n/a,n/a,Charles-Sauriol,Toronto,7,n/a
865/3046,n/a,n/a,College Street,Smithville,7,n/a
865/3046,n/a,n/a,Devins Drive,Aurora,7,n/a
865/3046,n/a,n/a,Empire,Waterloo,7,n/a
865/3046,n/a,n/a,Fern Avenue,Toronto,7,n/a
865/3046,n/a,n/a,Forest Hill,Midhurst,7,n/a
865/3046,n/a,n/a,Fr Fenelon,Pickering,7,n/a
865/3046,n/a,n/a,Grand View,Cambridge,7,n/a
865/3046,n/a,n/a,Grapeview,St Catharines,7,n/a
865/3046,n/a,n/a,Greendale,Niagara Falls,7,n/a
865/3046,n/a,n/a,Guardian Angels,Hamilton,7,n/a
865/3046,n/a,n/a,Heritage Park,Toronto,7,n/a
865/3046,n/a,n/a,Holy Name of Mary,St Marys,7,n/a
865/3046,n/a,n/a,Holy Rosary,Toronto,7,n/a
865/3046,n/a,n/a,Horizon Jeunesse,Mississauga,7,n/a
865/3046,n/a,n/a,Irma Coulson,Milton,7,n/a
865/3046,n/a,n/a,J L Jordan,Brockville,7,n/a
865/3046,n/a,n/a,John Dearness,London,7,n/a
865/3046,n/a,n/a,John Dryden,Whitby,7,n/a
865/3046,n/a,n/a,King George,Guelph,7,n/a
865/3046,n/a,n/a,King George,Toronto,7,n/a
865/3046,n/a,n/a,Marguerite-Bourgeois,Borden,7,n/a
865/3046,n/a,n/a,Martha Cullimore,Niagara Falls,7,n/a
865/3046,n/a,n/a,Meadowvale,Toronto,7,n/a
865/3046,n/a,n/a,Merlin Area,Merlin,7,n/a
865/3046,n/a,n/a,Michaëlle-Jean,Ottawa,7,n/a
865/3046,n/a,n/a,Montgomery Village,Orangeville,7,n/a
865/3046,n/a,n/a,Mountain View,Collingwood,7,n/a
865/3046,n/a,n/a,N A MacEachern,Waterloo,7,n/a
865/3046,n/a,n/a,Notre Dame,Windsor,7,n/a
865/3046,n/a,n/a,Our Lady of Fatima,Cambridge,7,n/a
865/3046,n/a,n/a,Our Lady of Mount Carmel,Niagara Falls,7,n/a
865/3046,n/a,n/a,Our Lady of Sorrows,Petawawa,7,n/a
865/3046,n/a,n/a,Parkview,Komoka,7,n/a
865/3046,n/a,n/a,Percy P McCallum,Windsor,7,n/a
865/3046,n/a,n/a,Randall,Markham,7,n/a
865/3046,n/a,n/a,Regent Heights,Toronto,7,n/a
865/3046,n/a,n/a,Robert Munsch,Whitby,7,n/a
865/3046,n/a,n/a,Sainte-Jeanne-d'Arc,Brampton,7,n/a
865/3046,n/a,n/a,Seaforth,Seaforth,7,n/a
865/3046,n/a,n/a,Simcoe Street,Niagara Falls,7,n/a
865/3046,n/a,n/a,South River,South River,7,n/a
865/3046,n/a,n/a,St Catherine of Siena,Ajax,7,n/a
865/3046,n/a,n/a,St Catherine of Siena,London,7,n/a
865/3046,n/a,n/a,St Dominic Savio,Kitchener,7,n/a
865/3046,n/a,n/a,St Edward,Toronto,7,n/a
865/3046,n/a,n/a,St Hedwig,Oshawa,7,n/a
865/3046,n/a,n/a,St John,Toronto,7,n/a
865/3046,n/a,n/a,St John Vianney,Windsor,7,n/a
865/3046,n/a,n/a,St Joseph,Stratford,7,n/a
865/3046,n/a,n/a,St Malachy,Toronto,7,n/a
865/3046,n/a,n/a,St Margaret Mary,Hamilton,7,n/a
865/3046,n/a,n/a,St Marguerite D'Youville,Richmond Hill,7,n/a
865/3046,n/a,n/a,St Mary's,Chesterville,7,n/a
865/3046,n/a,n/a,St Matthew,Binbrook,7,n/a
865/3046,n/a,n/a,St Matthew,Waterloo,7,n/a
865/3046,n/a,n/a,St Patrick's,Woodstock,7,n/a
865/3046,n/a,n/a,St Thomas Aquinas,Keswick,7,n/a
865/3046,n/a,n/a,St Timothy,Burlington,7,n/a
865/3046,n/a,n/a,St. Brother André,Gloucester,7,n/a
865/3046,n/a,n/a,St. Jean-Marie Vianney,Brampton,7,n/a
865/3046,n/a,n/a,St. John,London,7,n/a
865/3046,n/a,n/a,Stella Maris,Amherstburg,7,n/a
865/3046,n/a,n/a,Stonecrest,Woodlawn,7,n/a
865/3046,n/a,n/a,Sunnybrae,Innisfil,7,n/a
865/3046,n/a,n/a,Sydenham,Kingston,7,n/a
865/3046,n/a,n/a,Teston Village,Maple,7,n/a
865/3046,n/a,n/a,Toniata,Brockville,7,n/a
865/3046,n/a,n/a,Westminster,Thornhill,7,n/a
865/3046,n/a,n/a,William G Davis,Windsor,7,n/a
865/3046,n/a,n/a,Woodbridge,Woodbridge,7,n/a
947/3046,n/a,n/a,A V Graham,Tecumseh,6.9,n/a
947/3046,n/a,n/a,Ashton Meadows,Markham,6.9,n/a
947/3046,n/a,n/a,Ayr,Ayr,6.9,n/a
947/3046,n/a,n/a,Brother Andre,Ajax,6.9,n/a
947/3046,n/a,n/a,Bruce T Lindley,Burlington,6.9,n/a
947/3046,n/a,n/a,Burrows Hall,Toronto,6.9,n/a
947/3046,n/a,n/a,Canadian Martyrs,Toronto,6.9,n/a
947/3046,n/a,n/a,Carrefour Jeunesse,Rockland,6.9,n/a
947/3046,n/a,n/a,Centennial Central,Comber,6.9,n/a
947/3046,n/a,n/a,Central Manitoulin,Mindemoya,6.9,n/a
947/3046,n/a,n/a,Chris Hadfield,Milton,6.9,n/a
947/3046,n/a,n/a,Connaught,St Catharines,6.9,n/a
947/3046,n/a,n/a,Cornell Village,Markham,6.9,n/a
947/3046,n/a,n/a,Crossland,Newmarket,6.9,n/a
947/3046,n/a,n/a,Dufferin,Brantford,6.9,n/a
947/3046,n/a,n/a,Edith Cavell,St Catharines,6.9,n/a
947/3046,n/a,n/a,Elgin Street,Ottawa,6.9,n/a
947/3046,n/a,n/a,George P Mackie,Toronto,6.9,n/a
947/3046,n/a,n/a,Gladys Speers,Oakville,6.9,n/a
947/3046,n/a,n/a,Goodwood,Goodwood,6.9,n/a
947/3046,n/a,n/a,Henry Larsen,Gloucester,6.9,n/a
947/3046,n/a,n/a,Highland Creek,Toronto,6.9,n/a
947/3046,n/a,n/a,Hillcrest,Cambridge,6.9,n/a
947/3046,n/a,n/a,Holy Family,Wallaceburg,6.9,n/a
947/3046,n/a,n/a,Holy Name,Kingston,6.9,n/a
947/3046,n/a,n/a,Islington,Toronto,6.9,n/a
947/3046,n/a,n/a,J W Gerth,Kitchener,6.9,n/a
947/3046,n/a,n/a,Jacques-Cartier,Kapuskasing,6.9,n/a
947/3046,n/a,n/a,James Morden,Niagara Falls,6.9,n/a
947/3046,n/a,n/a,Jeanne-Sauvé,Orléans,6.9,n/a
947/3046,n/a,n/a,Kateri Tekakwitha,Markham,6.9,n/a
947/3046,n/a,n/a,Lake Wilcox,Richmond Hill,6.9,n/a
947/3046,n/a,n/a,Lester B Pearson,Waterloo,6.9,n/a
947/3046,n/a,n/a,Little Rouge,Markham,6.9,n/a
947/3046,n/a,n/a,Malden Central,Amherstburg,6.9,n/a
947/3046,n/a,n/a,Maple Ridge,Orléans,6.9,n/a
947/3046,n/a,n/a,Mapleview Heights,Barrie,6.9,n/a
947/3046,n/a,n/a,Mountain Ash,Brampton,6.9,n/a
947/3046,n/a,n/a,Norwood Park,Hamilton,6.9,n/a
947/3046,n/a,n/a,Notre Dame,London,6.9,n/a
947/3046,n/a,n/a,Our Lady of Grace,Aurora,6.9,n/a
947/3046,n/a,n/a,Pope John Paul II,Hammond,6.9,n/a
947/3046,n/a,n/a,Pringle Creek,Whitby,6.9,n/a
947/3046,n/a,n/a,R A Riddell,Hamilton,6.9,n/a
947/3046,n/a,n/a,R H Cornish,Port Perry,6.9,n/a
947/3046,n/a,n/a,Rogers,Newmarket,6.9,n/a
947/3046,n/a,n/a,Rose des Vents,Cornwall,6.9,n/a
947/3046,n/a,n/a,Ryerson Heights,Brantford,6.9,n/a
947/3046,n/a,n/a,Sacred Heart,Brampton,6.9,n/a
947/3046,n/a,n/a,Sacred Heart,Parkhill,6.9,n/a
947/3046,n/a,n/a,Saint-Isidore,St-Isidore,6.9,n/a
947/3046,n/a,n/a,Saint-Pierre,Sudbury,6.9,n/a
947/3046,n/a,n/a,Sam Sherratt,Milton,6.9,n/a
947/3046,n/a,n/a,Settler's Green,Mississauga,6.9,n/a
947/3046,n/a,n/a,Sharon,Sharon,6.9,n/a
947/3046,n/a,n/a,Southwold,St Thomas,6.9,n/a
947/3046,n/a,n/a,Springfield,Mississauga,6.9,n/a
947/3046,n/a,n/a,St Eugene,Toronto,6.9,n/a
947/3046,n/a,n/a,St Gabriel the Archangel,Woodbridge,6.9,n/a
947/3046,n/a,n/a,St James the Apostle,Stoney Creek,6.9,n/a
947/3046,n/a,n/a,St Joachim,Toronto,6.9,n/a
947/3046,n/a,n/a,St John Fisher,Forest,6.9,n/a
947/3046,n/a,n/a,St Lawrence's,Hamilton,6.9,n/a
947/3046,n/a,n/a,St Margaret,Cambridge,6.9,n/a
947/3046,n/a,n/a,St Nicholas,Newmarket,6.9,n/a
947/3046,n/a,n/a,St Norbert,Toronto,6.9,n/a
947/3046,n/a,n/a,St Paul,Guelph,6.9,n/a
947/3046,n/a,n/a,St Paul,Kingston,6.9,n/a
947/3046,n/a,n/a,St Stephen,Stittsville,6.9,n/a
947/3046,n/a,n/a,St Wilfrid,Pickering,6.9,n/a
947/3046,n/a,n/a,St William,Emeryville,6.9,n/a
947/3046,n/a,n/a,St. Mary,Oakville,6.9,n/a
947/3046,n/a,n/a,Sts Peter & Paul,Hamilton,6.9,n/a
947/3046,n/a,n/a,Thamesford,Thamesford,6.9,n/a
947/3046,n/a,n/a,Thorndale,Brampton,6.9,n/a
947/3046,n/a,n/a,Treeline,Brampton,6.9,n/a
947/3046,n/a,n/a,Valley Central,Thunder Bay,6.9,n/a
1024/3046,n/a,n/a,Alexmuir,Toronto,6.8,n/a
1024/3046,n/a,n/a,Balaclava,Carlisle,6.8,n/a
1024/3046,n/a,n/a,Beryl Ford,Brampton,6.8,n/a
1024/3046,n/a,n/a,Blessed Trinity,Maple,6.8,n/a
1024/3046,n/a,n/a,Bridgeport,Kitchener,6.8,n/a
1024/3046,n/a,n/a,Cathcart Boulevard,Sarnia,6.8,n/a
1024/3046,n/a,n/a,catholique L'Envol,Trenton,6.8,n/a
1024/3046,n/a,n/a,Central,Bowmanville,6.8,n/a
1024/3046,n/a,n/a,Chapel Hill,Orléans,6.8,n/a
1024/3046,n/a,n/a,Charles G Fraser,Toronto,6.8,n/a
1024/3046,n/a,n/a,Coppard Glen,Markham,6.8,n/a
1024/3046,n/a,n/a,Danforth Gardens,Toronto,6.8,n/a
1024/3046,n/a,n/a,DeWitt Carter,Port Colborne,6.8,n/a
1024/3046,n/a,n/a,Dr. David Suzuki,Windsor,6.8,n/a
1024/3046,n/a,n/a,Drayton Heights,Drayton,6.8,n/a
1024/3046,n/a,n/a,Duke of Connaught,Toronto,6.8,n/a
1024/3046,n/a,n/a,Fairlawn,Caledon,6.8,n/a
1024/3046,n/a,n/a,Father Clair Tipping,Brampton,6.8,n/a
1024/3046,n/a,n/a,Fossil Hill,Woodbridge,6.8,n/a
1024/3046,n/a,n/a,Good Shepherd,Newmarket,6.8,n/a
1024/3046,n/a,n/a,Guardian Angels,Vaughan,6.8,n/a
1024/3046,n/a,n/a,H G Bernard,Richmond Hill,6.8,n/a
1024/3046,n/a,n/a,Harrison,Toronto,6.8,n/a
1024/3046,n/a,n/a,Huntley Centennial,Carpion,6.8,n/a
1024/3046,n/a,n/a,John William Boich,Burlington,6.8,n/a
1024/3046,n/a,n/a,Kilbride,Kilbride,6.8,n/a
1024/3046,n/a,n/a,Lincoln Centennial,St Catharines,6.8,n/a
1024/3046,n/a,n/a,Lombardy,Lombardy,6.8,n/a
1024/3046,n/a,n/a,Lorenville,Brampton,6.8,n/a
1024/3046,n/a,n/a,Margaret Twomey,Marathon,6.8,n/a
1024/3046,n/a,n/a,Mary Ward,Niagara Falls,6.8,n/a
1024/3046,n/a,n/a,Mother Teresa,St Catharines,6.8,n/a
1024/3046,n/a,n/a,Our Lady of Fatima,Chatham,6.8,n/a
1024/3046,n/a,n/a,Our Lady of Fatima,Woodbridge,6.8,n/a
1024/3046,n/a,n/a,Our Lady of Wisdom,Orléans,6.8,n/a
1024/3046,n/a,n/a,Percy Centennial,Warkworth,6.8,n/a
1024/3046,n/a,n/a,Phoebe Gilman,East Gwillimbury,6.8,n/a
1024/3046,n/a,n/a,Princess Elizabeth,Orangeville,6.8,n/a
1024/3046,n/a,n/a,Queenston Drive,Mississauga,6.8,n/a
1024/3046,n/a,n/a,Reine-des-Bois,Cumberland,6.8,n/a
1024/3046,n/a,n/a,River Heights,Caledonia,6.8,n/a
1024/3046,n/a,n/a,Sacred Heart of Jesus,Burlington,6.8,n/a
1024/3046,n/a,n/a,Sainte-Geneviève,Ottawa,6.8,n/a
1024/3046,n/a,n/a,Sainte-Lucie,Long Sault,6.8,n/a
1024/3046,n/a,n/a,Sir Albert Love,Oshawa,6.8,n/a
1024/3046,n/a,n/a,Sir Winston Churchill,Nepean,6.8,n/a
1024/3046,n/a,n/a,Spencer Valley,Greensville,6.8,n/a
1024/3046,n/a,n/a,St Agnes,Waterloo,6.8,n/a
1024/3046,n/a,n/a,St Agnes of Assisi,Woodbridge,6.8,n/a
1024/3046,n/a,n/a,St Barbara,Mississauga,6.8,n/a
1024/3046,n/a,n/a,St Bernard,Ottawa,6.8,n/a
1024/3046,n/a,n/a,St Boniface,Maryhill,6.8,n/a
1024/3046,n/a,n/a,St Catherine,Metcalfe,6.8,n/a
1024/3046,n/a,n/a,St Cecilia,Toronto,6.8,n/a
1024/3046,n/a,n/a,St Francis of Assisi,Mississauga,6.8,n/a
1024/3046,n/a,n/a,St Francis of Assisi,Orléans,6.8,n/a
1024/3046,n/a,n/a,St Francis of Assisi,Petawawa,6.8,n/a
1024/3046,n/a,n/a,St Gabriel,Windsor,6.8,n/a
1024/3046,n/a,n/a,St Mary,Gloucester,6.8,n/a
1024/3046,n/a,n/a,St Peter's,Cornwall,6.8,n/a
1024/3046,n/a,n/a,St Philip,Petrolia,6.8,n/a
1024/3046,n/a,n/a,St Raphael,Mississauga,6.8,n/a
1024/3046,n/a,n/a,St Rene Goupil-St Luke,Thornhill,6.8,n/a
1024/3046,n/a,n/a,St Rita,Brampton,6.8,n/a
1024/3046,n/a,n/a,St Sebastian,Mississauga,6.8,n/a
1024/3046,n/a,n/a,Ste-Jeanne-d'Arc,London,6.8,n/a
1024/3046,n/a,n/a,Summitview,Stouffville,6.8,n/a
1024/3046,n/a,n/a,Taylor Evans,Guelph,6.8,n/a
1024/3046,n/a,n/a,Terry Fox,Newmarket,6.8,n/a
1024/3046,n/a,n/a,Vellore Woods,Woodbridge,6.8,n/a
1024/3046,n/a,n/a,Vradenburg,Toronto,6.8,n/a
1024/3046,n/a,n/a,William C. Winegard,Guelph,6.8,n/a
1096/3046,n/a,n/a,Adelaide - W G MacDonald,Strathroy,6.7,n/a
1096/3046,n/a,n/a,Aldergrove,Unionville,6.7,n/a
1096/3046,n/a,n/a,Bath,Bath,6.7,n/a
1096/3046,n/a,n/a,Beaver Valley,Thornbury,6.7,n/a
1096/3046,n/a,n/a,Bishop Scalabrini,Thornhill,6.7,n/a
1096/3046,n/a,n/a,Blessed John XXIII,Toronto,6.7,n/a
1096/3046,n/a,n/a,Boxwood,Markham,6.7,n/a
1096/3046,n/a,n/a,Brisbane,Erin,6.7,n/a
1096/3046,n/a,n/a,Cadarackque,Ajax,6.7,n/a
1096/3046,n/a,n/a,Cambridge,Embrun,6.7,n/a
1096/3046,n/a,n/a,Carruthers Creek,Ajax,6.7,n/a
1096/3046,n/a,n/a,Cathedral,Pembroke,6.7,n/a
1096/3046,n/a,n/a,Cedarbrook,Toronto,6.7,n/a
1096/3046,n/a,n/a,Chris Hadfield,Bradford,6.7,n/a
1096/3046,n/a,n/a,Doncrest,Richmond Hill,6.7,n/a
1096/3046,n/a,n/a,Edgewater Park,Thunder Bay,6.7,n/a
1096/3046,n/a,n/a,Father Henri J M Nouwen,Richmond Hill,6.7,n/a
1096/3046,n/a,n/a,Ferndale,St Catharines,6.7,n/a
1096/3046,n/a,n/a,Foxboro,Foxboro,6.7,n/a
1096/3046,n/a,n/a,Fred A Hamilton,Guelph,6.7,n/a
1096/3046,n/a,n/a,George B Little,Toronto,6.7,n/a
1096/3046,n/a,n/a,Glen Ravine,Toronto,6.7,n/a
1096/3046,n/a,n/a,Good Shepherd,Courtice,6.7,n/a
1096/3046,n/a,n/a,Gosfield North Central,Cottam,6.7,n/a
1096/3046,n/a,n/a,Grand Bend,Grand Bend,6.7,n/a
1096/3046,n/a,n/a,Holy Cross,Sudbury,6.7,n/a
1096/3046,n/a,n/a,Holy Rosary,Waterloo,6.7,n/a
1096/3046,n/a,n/a,Humewood,Toronto,6.7,n/a
1096/3046,n/a,n/a,Huron Street,Toronto,6.7,n/a
1096/3046,n/a,n/a,Jack Callaghan,Lindsay,6.7,n/a
1096/3046,n/a,n/a,King George VI,Sarnia,6.7,n/a
1096/3046,n/a,n/a,Kleinburg,Kleinburg,6.7,n/a
1096/3046,n/a,n/a,Les Rapides,Sarnia,6.7,n/a
1096/3046,n/a,n/a,L'Harmonie,Waterloo,6.7,n/a
1096/3046,n/a,n/a,Lord Roberts,Toronto,6.7,n/a
1096/3046,n/a,n/a,Loretto,Niagara Falls,6.7,n/a
1096/3046,n/a,n/a,Marie-Tanguay,Cornwall,6.7,n/a
1096/3046,n/a,n/a,Maryborough,Moorefield,6.7,n/a
1096/3046,n/a,n/a,McMurrich,Toronto,6.7,n/a
1096/3046,n/a,n/a,Mount Albion,Stoney Creek,6.7,n/a
1096/3046,n/a,n/a,Newcastle,Newcastle,6.7,n/a
1096/3046,n/a,n/a,Norman G. Powers,Oshawa,6.7,n/a
1096/3046,n/a,n/a,Nor'wester View,Thunder Bay,6.7,n/a
1096/3046,n/a,n/a,Our Lady of Providence,Brampton,6.7,n/a
1096/3046,n/a,n/a,P. L. Robertson,Milton,6.7,n/a
1096/3046,n/a,n/a,Regal Road,Toronto,6.7,n/a
1096/3046,n/a,n/a,Rideau Vista,Westport,6.7,n/a
1096/3046,n/a,n/a,Roberta Bondar,Brampton,6.7,n/a
1096/3046,n/a,n/a,Ross,Welland,6.7,n/a
1096/3046,n/a,n/a,Saint-Antoine,Tecumseh,6.7,n/a
1096/3046,n/a,n/a,Saint-Jean-Bosco,Caledon,6.7,n/a
1096/3046,n/a,n/a,Shaw,Brampton,6.7,n/a
1096/3046,n/a,n/a,Sir William Osler,Dundas,6.7,n/a
1096/3046,n/a,n/a,Southwood Park,Ajax,6.7,n/a
1096/3046,n/a,n/a,St Agnes,Brampton,6.7,n/a
1096/3046,n/a,n/a,St Andrew's,St. Andrew's West,6.7,n/a
1096/3046,n/a,n/a,St Anthony,St Catharines,6.7,n/a
1096/3046,n/a,n/a,St Elizabeth Ann Seton,Nepean,6.7,n/a
1096/3046,n/a,n/a,St Hubert,North Bay,6.7,n/a
1096/3046,n/a,n/a,St Ignatius of Loyola,Toronto,6.7,n/a
1096/3046,n/a,n/a,St Jean Brebeuf,Brampton,6.7,n/a
1096/3046,n/a,n/a,St Jerome,Toronto,6.7,n/a
1096/3046,n/a,n/a,St John the Apostle,Nepean,6.7,n/a
1096/3046,n/a,n/a,St Joseph,Tilbury,6.7,n/a
1096/3046,n/a,n/a,St Joseph The Worker,Thornhill,6.7,n/a
1096/3046,n/a,n/a,St Josephine Bakhita,Brampton,6.7,n/a
1096/3046,n/a,n/a,St Joseph's,Gananoque,6.7,n/a
1096/3046,n/a,n/a,St Peter,St Catharines,6.7,n/a
1096/3046,n/a,n/a,St Teresa of Avila,Elmira,6.7,n/a
1096/3046,n/a,n/a,St Vincent's,Oakville,6.7,n/a
1096/3046,n/a,n/a,St. Basil,Brantford,6.7,n/a
1096/3046,n/a,n/a,Walter Zadow,Arnprior,6.7,n/a
1096/3046,n/a,n/a,Westney Heights,Ajax,6.7,n/a
1096/3046,n/a,n/a,Williamson Road,Toronto,6.7,n/a
1096/3046,n/a,n/a,Winchester,Winchester,6.7,n/a
1171/3046,n/a,n/a,Archbishop O'Sullivan,Kingston,6.6,n/a
1171/3046,n/a,n/a,Barrhaven,Nepean,6.6,n/a
1171/3046,n/a,n/a,Birch Cliff Heights,Toronto,6.6,n/a
1171/3046,n/a,n/a,Blantyre,Toronto,6.6,n/a
1171/3046,n/a,n/a,Blessed Sacrament,Burford,6.6,n/a
1171/3046,n/a,n/a,Bluewater Coast,Hensall,6.6,n/a
1171/3046,n/a,n/a,C R Gummow,Cobourg,6.6,n/a
1171/3046,n/a,n/a,Cataraqui Woods,Kingston,6.6,n/a
1171/3046,n/a,n/a,des Pionniers,Orléans,6.6,n/a
1171/3046,n/a,n/a,Des Sentiers,Orléans,6.6,n/a
1171/3046,n/a,n/a,Earl Beatty,Toronto,6.6,n/a
1171/3046,n/a,n/a,Eastwood,Windsor,6.6,n/a
1171/3046,n/a,n/a,Eldorado,Brampton,6.6,n/a
1171/3046,n/a,n/a,Ellen Fairclough,Markham,6.6,n/a
1171/3046,n/a,n/a,Exeter,Exeter,6.6,n/a
1171/3046,n/a,n/a,Father Michael McGivney,Brampton,6.6,n/a
1171/3046,n/a,n/a,Forest Glen,New Hamburg,6.6,n/a
1171/3046,n/a,n/a,Garrison Road,Fort Erie,6.6,n/a
1171/3046,n/a,n/a,Glad Park,Stouffville,6.6,n/a
1171/3046,n/a,n/a,Gordon,Welland,6.6,n/a
1171/3046,n/a,n/a,Guildwood,Toronto,6.6,n/a
1171/3046,n/a,n/a,Holy Cross,Toronto,6.6,n/a
1171/3046,n/a,n/a,Innisfil Central,Lefroy,6.6,n/a
1171/3046,n/a,n/a,James Hillier,Brantford,6.6,n/a
1171/3046,n/a,n/a,Johnny Lombardi,Woodbridge,6.6,n/a
1171/3046,n/a,n/a,Joseph Gould,Uxbridge,6.6,n/a
1171/3046,n/a,n/a,Joyce,Toronto,6.6,n/a
1171/3046,n/a,n/a,Kemptville,Kemptville,6.6,n/a
1171/3046,n/a,n/a,Maple Leaf,Toronto,6.6,n/a
1171/3046,n/a,n/a,Martin Street,Milton,6.6,n/a
1171/3046,n/a,n/a,McClure,Brampton,6.6,n/a
1171/3046,n/a,n/a,Monsignor O'Donoghue,Peterborough,6.6,n/a
1171/3046,n/a,n/a,Mother Teresa,Hamilton,6.6,n/a
1171/3046,n/a,n/a,Mountview,Hamilton,6.6,n/a
1171/3046,n/a,n/a,Ontario,Thorold,6.6,n/a
1171/3046,n/a,n/a,Our Lady of Fatima,Brampton,6.6,n/a
1171/3046,n/a,n/a,Park Avenue,Holland Landing,6.6,n/a
1171/3046,n/a,n/a,Regency Acres,Aurora,6.6,n/a
1171/3046,n/a,n/a,Richmond Street,Thorold,6.6,n/a
1171/3046,n/a,n/a,Romeo Dallaire,Ajax,6.6,n/a
1171/3046,n/a,n/a,Russell,Russell,6.6,n/a
1171/3046,n/a,n/a,Sacred Heart,Sarnia,6.6,n/a
1171/3046,n/a,n/a,Saint-René-Goupil,Guelph,6.6,n/a
1171/3046,n/a,n/a,Sheppard,Kitchener,6.6,n/a
1171/3046,n/a,n/a,Smithson,Kitchener,6.6,n/a
1171/3046,n/a,n/a,St Anthony's,Kincardine,6.6,n/a
1171/3046,n/a,n/a,St Catherine of Siena,Mississauga,6.6,n/a
1171/3046,n/a,n/a,St Clare,Mississauga,6.6,n/a
1171/3046,n/a,n/a,St Clare,Toronto,6.6,n/a
1171/3046,n/a,n/a,St Francis of Assisi,Newcastle,6.6,n/a
1171/3046,n/a,n/a,St Gabriel Lalemant,Niagara Falls,6.6,n/a
1171/3046,n/a,n/a,St George,Crystal Beach,6.6,n/a
1171/3046,n/a,n/a,St George,London,6.6,n/a
1171/3046,n/a,n/a,St George-German,St George,6.6,n/a
1171/3046,n/a,n/a,St Hilary,Mississauga,6.6,n/a
1171/3046,n/a,n/a,St Isaac Jogues,Toronto,6.6,n/a
